city,timestamp,temperature,season
New York,2010-01-01,-4.507679178716765,winter
New York,2010-01-02,15.20541847761815,winter
New York,2010-01-03,-8.45066148747568,winter
New York,2010-01-04,4.496125062064456,winter
New York,2010-01-05,0.9175259559019043,winter
New York,2010-01-06,1.250503496283685,winter
New York,2010-01-07,2.0614412633645145,winter
New York,2010-01-08,3.7927450297127887,winter
New York,2010-01-09,-11.52120077201937,winter
New York,2010-01-10,-2.8421183724418904,winter
New York,2010-01-11,5.551753686502433,winter
New York,2010-01-12,3.1106668770560453,winter
New York,2010-01-13,-4.866204520631118,winter
New York,2010-01-14,-6.753813590795268,winter
New York,2010-01-15,4.781979202615187,winter
New York,2010-01-16,2.0966408263890686,winter
New York,2010-01-17,10.353835417351844,winter
New York,2010-01-18,1.804588687293909,winter
New York,2010-01-19,-1.2817825901444255,winter
New York,2010-01-20,-5.226650770690446,winter
New York,2010-01-21,-0.25578386507325473,winter
New York,2010-01-22,9.699503648890072,winter
New York,2010-01-23,5.350319062304873,winter
New York,2010-01-24,-0.8802462621707052,winter
New York,2010-01-25,0.44555649240735684,winter
New York,2010-01-26,-2.7582070964773795,winter
New York,2010-01-27,-3.165032560119042,winter
New York,2010-01-28,-3.0915393129648496,winter
New York,2010-01-29,1.6772503256383688,winter
New York,2010-01-30,-4.413650736931452,winter
New York,2010-01-31,-2.0827139719678343,winter
New York,2010-02-01,-0.5320282235370686,winter
New York,2010-02-02,1.3261490609723436,winter
New York,2010-02-03,8.03584633244265,winter
New York,2010-02-04,-0.10457299343733165,winter
New York,2010-02-05,2.49357170171626,winter
New York,2010-02-06,-2.168294671655524,winter
New York,2010-02-07,-4.737530257589226,winter
New York,2010-02-08,0.7486984828907828,winter
New York,2010-02-09,-10.63567347118376,winter
New York,2010-02-10,2.6022141057225685,winter
New York,2010-02-11,6.456677369763781,winter
New York,2010-02-12,4.247232171577506,winter
New York,2010-02-13,-5.382388388795382,winter
New York,2010-02-14,9.399652916674139,winter
New York,2010-02-15,1.6541343595474454,winter
New York,2010-02-16,2.56939919409286,winter
New York,2010-02-17,8.335656990901501,winter
New York,2010-02-18,3.7026201063915796,winter
New York,2010-02-19,3.4683628204982635,winter
New York,2010-02-20,6.038210709443997,winter
New York,2010-02-21,-3.007987674641608,winter
New York,2010-02-22,-4.986297512564816,winter
New York,2010-02-23,-8.109584854548483,winter
New York,2010-02-24,-1.1193936203449328,winter
New York,2010-02-25,-1.8886031703751496,winter
New York,2010-02-26,-1.4772036026427502,winter
New York,2010-02-27,2.710899119632524,winter
New York,2010-02-28,5.054760384869007,winter
New York,2010-03-01,6.150141607372625,spring
New York,2010-03-02,14.381135998449869,spring
New York,2010-03-03,10.63726164580805,spring
New York,2010-03-04,-1.5646277404600983,spring
New York,2010-03-05,10.570155926333172,spring
New York,2010-03-06,3.1823856535344675,spring
New York,2010-03-07,9.867354556762205,spring
New York,2010-03-08,17.069483258865397,spring
New York,2010-03-09,12.289521832431031,spring
New York,2010-03-10,12.47232363372937,spring
New York,2010-03-11,11.49304864132366,spring
New York,2010-03-12,13.10049204063434,spring
New York,2010-03-13,13.162106542820805,spring
New York,2010-03-14,17.859916237895376,spring
New York,2010-03-15,12.81401611801249,spring
New York,2010-03-16,1.8520540987598704,spring
New York,2010-03-17,15.125855645011583,spring
New York,2010-03-18,1.515342225926112,spring
New York,2010-03-19,13.056986416136763,spring
New York,2010-03-20,18.842310445763843,spring
New York,2010-03-21,13.966559837238876,spring
New York,2010-03-22,4.274878058757416,spring
New York,2010-03-23,6.931343805076459,spring
New York,2010-03-24,13.524548621162047,spring
New York,2010-03-25,1.3980150625575316,spring
New York,2010-03-26,10.745764557736079,spring
New York,2010-03-27,6.47560060938879,spring
New York,2010-03-28,17.134107617761508,spring
New York,2010-03-29,15.24246527175927,spring
New York,2010-03-30,21.960036794299675,spring
New York,2010-03-31,9.56466424165796,spring
New York,2010-04-01,6.979917518130042,spring
New York,2010-04-02,7.886081059242285,spring
New York,2010-04-03,6.152976887780057,spring
New York,2010-04-04,11.390404634042294,spring
New York,2010-04-05,-0.25196928725792844,spring
New York,2010-04-06,6.00515935390618,spring
New York,2010-04-07,2.153883125464329,spring
New York,2010-04-08,8.03115950100888,spring
New York,2010-04-09,11.127405686826911,spring
New York,2010-04-10,13.511055068591723,spring
New York,2010-04-11,9.97946815067507,spring
New York,2010-04-12,14.190227030167627,spring
New York,2010-04-13,10.761357565311137,spring
New York,2010-04-14,10.214924278760538,spring
New York,2010-04-15,8.881247755422729,spring
New York,2010-04-16,17.559295315446356,spring
New York,2010-04-17,11.51199060681941,spring
New York,2010-04-18,12.719288698100243,spring
New York,2010-04-19,8.967243863648626,spring
New York,2010-04-20,10.777292789658922,spring
New York,2010-04-21,2.0768753647602285,spring
New York,2010-04-22,10.427900905320449,spring
New York,2010-04-23,7.965464148917818,spring
New York,2010-04-24,5.694108219404369,spring
New York,2010-04-25,13.237600523158246,spring
New York,2010-04-26,8.584930511973015,spring
New York,2010-04-27,9.18789227975419,spring
New York,2010-04-28,8.85780868182966,spring
New York,2010-04-29,3.5143851617350395,spring
New York,2010-04-30,4.738620205610227,spring
New York,2010-05-01,6.089170178585901,spring
New York,2010-05-02,21.42882658682549,spring
New York,2010-05-03,20.84288582861536,spring
New York,2010-05-04,14.991659050316848,spring
New York,2010-05-05,14.99201590284591,spring
New York,2010-05-06,8.651521813378428,spring
New York,2010-05-07,12.850169987072952,spring
New York,2010-05-08,6.308892686704816,spring
New York,2010-05-09,7.36267332912393,spring
New York,2010-05-10,9.577068952328258,spring
New York,2010-05-11,10.271443079281083,spring
New York,2010-05-12,11.176498072578468,spring
